Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,5,12,-7,1.03,-0.0,17.2,36.1
2017-2019,27,26,1,1.14,0.0,17.2,51.2
2018-2020,14,24,-10,1.06,-0.0,36.9,58.1
2019-2021,71,66,4,1.03,0.0,36.9,70.3
2020-2022,18,7,10,0.95,0.1,36.9,62.7
2021-2023,32,22,10,0.86,0.1,24.4,74.6
2022-2024,2,35,-33,0.82,-0.4,23.1,72.2
2023-2025,-3,81,-84,0.79,-1.9,19.5,70.2
2024-2026,14,78,-64,0.68,-1.6,19.5,83.9
