Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-28,12,-40,0.71,-0.0,20.4,10.5
2017-2019,-19,26,-45,0.66,-0.0,20.4,10.1
2018-2020,-14,24,-38,0.82,-0.3,35.8,8.4
2019-2021,1,66,-65,0.83,-0.3,35.8,8.6
2020-2022,16,7,9,0.74,0.0,35.8,9.6
2021-2023,32,22,9,0.52,0.0,21.7,11.4
2022-2024,32,35,-3,0.48,-0.0,24.1,10.7
2023-2025,5,81,-76,0.36,-0.1,24.1,8.7
2024-2026,-21,77,-99,0.2,-0.2,24.6,7.8
