Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2021-2023,-23,22,-45,1.65,-0.1,42.3,81.6
2022-2024,2,35,-32,1.68,-0.0,42.3,78.8
2023-2025,21,81,-60,1.42,-0.1,31.8,81.4
2024-2026,-12,43,-55,1.33,-0.1,31.8,77.0
