Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2017-2019,-61,26,-87,1.48,-0.1,95.3,0.4
2018-2020,230,24,206,1.57,0.1,90.8,6.0
2019-2021,657,66,590,1.76,0.4,82.9,7.9
2020-2022,53,7,46,2.16,0.0,95.4,1.2
2021-2023,-348,22,-370,3.01,-0.1,95.4,5.5
2022-2024,-247,35,-281,2.93,-0.1,84.8,3.6
2023-2025,113,81,32,2.79,0.2,66.9,4.5
2024-2026,175,75,100,2.91,0.8,62.8,7.5
