Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,167,12,155,1.94,0.7,48.1,30.1
2017-2019,251,26,226,2.09,2.2,48.1,74.8
2018-2020,606,24,583,1.41,6.6,48.1,149.5
2019-2021,792,66,725,1.36,13.8,34.0,234.6
2020-2022,-65,7,-72,1.48,-1.0,64.7,105.6
2021-2023,129,22,107,1.98,1.6,64.7,240.3
2022-2024,-212,35,-247,2.06,-3.8,57.2,196.9
2023-2025,564,81,483,2.08,7.5,62.4,349.2
2024-2026,-43,48,-91,2.16,-1.4,62.4,322.4
