Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-8,9,-16,0.79,,23.2,9.3
2017-2019,-8,25,-34,0.73,-0.0,23.2,11.9
2018-2020,8,24,-16,0.74,-0.0,23.2,13.3
2019-2021,87,64,23,0.68,0.0,17.7,19.2
2020-2022,27,5,22,0.64,0.0,25.3,17.4
2021-2023,-3,18,-21,0.45,-0.2,25.3,15.3
2022-2024,-6,29,-36,0.46,-0.4,13.9,16.8
2023-2025,14,75,-61,0.28,-0.9,13.4,19.3
