Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,4,12,-8,0.91,-0.0,18.5,20.0
2017-2019,11,26,-15,0.76,-0.0,18.5,22.6
2018-2020,27,24,3,0.9,0.0,34.5,24.6
2019-2021,60,66,-7,0.93,-0.0,34.5,33.0
2020-2022,106,7,99,0.82,0.3,34.5,45.3
2021-2023,35,22,12,0.63,0.2,25.7,35.2
2022-2024,-73,35,-108,0.55,-1.2,41.4,24.6
2023-2025,-62,81,-143,0.44,-1.3,41.5,28.1
2024-2026,54,75,-21,0.28,-0.2,30.0,38.1
