Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,7,12,-5,0.72,-0.0,18.7,21.0
2017-2019,27,26,2,0.75,0.0,18.7,28.5
2018-2020,4,24,-20,0.95,-0.1,39.8,27.9
2019-2021,29,66,-37,0.95,-0.3,39.8,29.8
2020-2022,15,7,8,0.86,0.1,39.8,34.4
2021-2023,32,22,10,0.62,0.1,24.0,35.5
2022-2024,84,35,49,0.54,0.7,24.0,48.9
2023-2025,89,81,8,0.49,0.1,22.2,52.8
2024-2026,104,75,29,0.23,0.7,13.8,64.6
