Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,61,12,49,1.21,0.1,19.7,37.4
2017-2019,-10,26,-35,1.12,-0.6,19.7,43.6
2018-2020,23,24,0,1.15,-0.0,40.0,54.6
2019-2021,51,66,-15,1.13,-0.2,40.0,67.9
2020-2022,1,7,-6,1.05,-0.1,40.0,56.0
2021-2023,7,22,-16,0.87,-0.2,25.2,62.6
2022-2024,-25,35,-60,0.81,-1.0,25.2,58.3
2023-2025,21,81,-60,0.74,-1.1,24.4,65.5
2024-2026,20,47,-27,0.72,-0.5,24.4,71.6
