Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2018-2020,-1490,24,-1514,0.87,-2.1,85.0,2.6
2019-2021,179,66,113,0.97,0.2,69.5,7.3
2020-2022,119,7,111,1.06,0.4,68.9,5.3
2021-2023,235,22,212,1.16,1.7,68.9,10.5
2022-2024,606,35,571,0.93,9.8,42.7,24.8
2023-2025,629,81,548,0.52,13.5,50.0,27.7
2024-2026,504,46,458,0.42,10.5,50.0,29.8
