Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,12,12,-1,0.52,-0.0,11.2,9.2
2017-2019,27,26,2,0.43,0.0,11.2,11.1
2018-2020,18,24,-6,0.87,-0.0,43.3,10.5
2019-2021,94,66,28,0.91,0.0,43.3,18.8
2020-2022,-10,7,-18,0.89,-0.0,43.3,11.8
2021-2023,-11,22,-33,0.73,-0.0,41.2,10.4
2022-2024,-51,35,-86,0.72,-0.1,41.2,12.2
2023-2025,-8,81,-89,0.67,-0.1,26.5,11.6
2024-2026,12,47,-35,0.54,-0.4,16.5,10.5
