Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,18,12,6,1.6,0.0,42.7,26.9
2017-2019,-29,26,-54,0.86,-0.1,25.9,29.0
2018-2020,-31,24,-55,1.13,-0.1,58.8,24.5
2019-2021,19,66,-47,1.14,-0.1,58.8,31.8
2020-2022,76,7,68,0.99,0.2,55.2,40.2
2021-2023,86,22,64,0.63,0.5,20.9,42.5
2022-2024,155,35,120,0.6,1.9,20.9,66.1
2023-2025,187,81,106,0.65,2.3,12.1,73.4
2024-2026,235,52,183,0.59,5.7,12.1,90.9
