Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,33,12,21,0.69,0.1,13.4,11.7
2017-2019,20,26,-5,0.66,-0.0,13.4,12.8
2018-2020,10,24,-14,1.35,-0.0,71.6,14.0
2019-2021,39,66,-28,1.47,-0.1,71.6,17.7
2020-2022,17,7,10,1.38,0.0,71.6,16.2
2021-2023,54,22,31,0.94,0.5,21.7,19.3
2022-2024,53,35,18,0.83,0.3,21.7,21.9
2023-2025,43,81,-37,0.61,-1.1,21.2,21.6
2024-2026,42,47,-5,0.61,-0.1,21.2,23.5
