Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,23,12,10,1.54,0.0,19.9,62.3
2017-2019,-11,26,-36,1.34,-0.2,19.9,80.4
2018-2020,17,24,-7,1.39,-0.0,49.8,107.7
2019-2021,125,66,58,1.39,0.2,49.8,154.3
2020-2022,65,7,57,1.29,0.3,49.8,133.7
2021-2023,49,22,26,1.08,0.4,30.6,146.6
2022-2024,41,35,6,1.06,0.1,30.6,197.6
2023-2025,172,81,91,1.26,1.9,28.8,279.1
2024-2026,267,78,189,1.31,5.6,28.8,340.1
