Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,4,12,-8,1.13,,16.6,54.2
2017-2019,4,26,-21,0.99,-0.0,16.6,64.7
2018-2020,8,24,-16,1.08,-0.0,42.2,70.1
2019-2021,25,66,-42,1.14,-0.0,42.2,75.5
2020-2022,4,7,-3,1.16,-0.0,40.7,63.5
2021-2023,73,22,51,1.21,0.1,34.1,111.7
2022-2024,114,35,80,1.14,0.2,34.1,156.4
2023-2025,126,81,45,1.01,0.9,19.6,168.6
2024-2026,27,47,-20,1.04,-0.5,30.6,138.0
