Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-10,12,-22,1.13,-0.1,21.8,17.6
2017-2019,16,26,-10,0.9,-0.0,21.8,27.0
2018-2020,23,24,-1,1.09,-0.0,50.9,28.5
2019-2021,73,66,7,1.15,0.0,50.9,35.4
2020-2022,6,7,-1,1.15,-0.0,50.0,26.6
2021-2023,86,22,63,1.1,0.3,33.3,46.3
2022-2024,124,35,89,1.13,0.4,31.4,62.0
2023-2025,214,81,133,1.23,2.4,25.9,83.6
2024-2026,72,52,20,1.28,0.4,25.9,69.6
