Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,9,12,-3,0.49,-0.0,11.2,213.5
2017-2019,41,26,16,0.48,0.0,11.2,290.1
2018-2020,54,24,30,0.65,0.1,22.0,323.2
2019-2021,59,66,-8,0.65,-0.1,22.0,379.9
2020-2022,12,7,5,0.61,0.1,22.0,352.0
2021-2023,6,22,-17,0.44,-0.3,19.9,340.4
2022-2024,-2,35,-37,0.38,-0.7,19.9,389.4
2023-2025,1,81,-80,0.18,-1.9,13.6,332.9
2024-2026,-9,73,-82,0.09,-2.1,15.0,339.6
