Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-10,12,-22,0.54,-0.0,15.5,10.2
2017-2019,13,26,-13,0.47,-0.0,15.5,11.2
2018-2020,-7,24,-31,1.02,-0.0,44.7,7.4
2019-2021,35,66,-31,1.1,-0.0,44.7,11.8
2020-2022,6,7,-2,1.08,-0.0,44.7,8.8
2021-2023,33,22,11,0.9,0.0,28.8,8.9
2022-2024,4,35,-30,0.81,-0.0,24.7,9.7
2023-2025,4,81,-77,0.75,-0.0,24.8,8.8
