Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,65,12,53,1.34,0.1,26.4,7.3
2017-2019,20,26,-6,1.27,-0.0,25.1,8.0
2018-2020,-23,24,-46,1.21,-0.1,54.3,6.5
2019-2021,93,66,27,1.21,0.1,54.3,11.9
2020-2022,140,7,132,1.01,0.3,49.2,14.3
2021-2023,100,22,77,0.66,1.0,45.1,13.3
2022-2024,19,35,-16,0.51,-0.3,45.1,14.3
2023-2025,-37,81,-118,0.45,-2.4,30.3,13.0
