Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,2,12,-10,1.58,-0.0,54.4,2.8
2017-2019,20,26,-6,1.66,-0.0,54.4,5.2
2018-2020,10,24,-14,1.48,-0.0,59.3,7.2
2019-2021,-11,66,-78,1.46,-0.2,59.3,5.9
2020-2022,-17,7,-25,1.35,-0.0,59.3,4.3
2021-2023,-48,22,-70,1.24,-0.1,55.0,6.7
2022-2024,207,35,172,1.16,0.1,38.5,14.9
2023-2025,637,81,556,0.79,0.5,28.1,37.5
2024-2026,447,52,395,0.74,0.8,33.8,30.1
