Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,48,12,35,0.91,0.0,14.9,16.6
2017-2019,80,26,55,0.93,0.6,22.3,22.6
2018-2020,86,24,62,0.95,1.0,34.6,31.0
2019-2021,136,66,70,0.95,1.4,34.6,38.0
2020-2022,-1,7,-8,0.93,-0.1,34.6,30.4
2021-2023,-70,22,-93,0.88,-1.3,46.7,25.1
2022-2024,-34,35,-69,0.89,-0.9,41.7,33.4
2023-2025,-16,81,-97,0.78,-1.3,41.7,35.2
2024-2026,25,52,-27,0.73,-0.5,19.3,35.0
