Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,21,9,12,1.21,0.0,25.4,9.1
2017-2019,36,25,11,1.24,0.1,25.4,11.3
2018-2020,22,24,-2,0.87,-0.0,25.4,16.7
2019-2021,63,64,-1,0.79,-0.0,20.8,23.3
2020-2022,-24,5,-28,0.85,-0.2,40.5,16.3
2021-2023,-59,18,-77,1.01,-0.1,53.6,12.7
2022-2024,-96,29,-125,1.04,-0.1,49.8,12.9
2023-2025,-39,75,-114,1.0,-0.1,36.9,11.2
