Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,2,12,-10,1.07,-0.0,19.9,18.5
2017-2019,4,26,-22,1.1,-0.0,19.9,24.7
2018-2020,20,24,-4,0.95,-0.0,41.0,31.4
2019-2021,39,66,-27,0.96,-0.0,41.0,30.1
2020-2022,45,7,38,0.87,0.0,37.4,33.5
2021-2023,-10,22,-32,0.85,-0.4,21.6,33.1
2022-2024,78,35,43,0.82,0.5,19.0,48.2
2023-2025,170,81,89,1.08,1.3,29.2,70.5
2024-2026,203,52,151,1.17,3.1,29.2,76.8
