Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,2,12,-10,-0.08,-0.0,10.9,0.0
2017-2019,-13,26,-38,-0.04,-0.1,10.9,0.0
2018-2020,4,24,-19,0.06,-0.0,17.7,0.0
2019-2021,49,66,-17,0.06,-0.0,24.7,0.0
2020-2022,35,7,28,0.0,0.1,27.2,0.0
2021-2023,11,22,-11,-0.13,-0.1,27.2,0.0
2022-2024,-6,35,-41,-0.09,-0.7,27.6,0.0
2023-2025,52,81,-29,0.01,-0.5,27.6,0.0
2024-2026,59,58,1,0.02,0.0,27.6,0.0
