Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2022-2024,23,35,-12,0.77,-0.1,25.5,23.9
2023-2025,14,81,-67,0.69,-0.7,21.0,26.5
2024-2026,41,46,-5,0.58,-0.0,21.0,27.4
