Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2021-2023,-141,22,-163,1.97,-0.4,61.4,42.9
2022-2024,450,35,415,2.2,1.6,50.2,189.2
2023-2025,967,81,886,2.35,3.4,40.2,444.6
2024-2026,781,75,706,2.09,3.8,47.6,435.1
