Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2020-2022,-50,7,-57,0.75,-0.0,69.8,1.8
2021-2023,-52,22,-74,1.89,-0.0,69.8,2.3
2022-2024,243,35,208,1.98,0.1,69.8,8.1
2023-2025,837,81,756,2.2,3.1,62.7,27.8
2024-2026,999,48,950,2.35,4.0,53.0,33.3
