Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,13,12,1,1.25,0.0,23.4,15.3
2017-2019,9,26,-16,1.16,-0.1,23.4,19.4
2018-2020,-20,24,-44,1.2,-0.1,40.3,17.0
2019-2021,39,66,-28,1.21,-0.0,40.3,21.9
2020-2022,-9,7,-17,1.15,-0.0,38.0,16.2
2021-2023,-4,22,-26,1.12,-0.0,37.1,15.4
2022-2024,-2,35,-37,1.06,-0.0,34.0,18.8
2023-2025,74,81,-7,1.14,-0.0,28.4,25.0
2024-2026,158,78,80,1.01,0.4,23.1,34.4
