Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,3,9,-6,0.93,,28.1,7.5
2017-2019,3,25,-22,0.97,-0.1,28.1,9.8
2018-2020,-44,24,-68,0.88,-0.1,42.3,6.7
2019-2021,-8,64,-72,0.84,-0.1,42.3,7.3
2020-2022,-11,5,-15,0.72,-0.0,41.5,9.1
2021-2023,57,18,39,0.54,0.1,20.1,10.2
2022-2024,0,29,-29,0.57,-0.0,34.1,7.4
2023-2025,65,75,-11,0.67,-0.0,41.0,13.3
