Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-22,12,-34,0.93,-0.0,25.7,48.2
2017-2019,-37,26,-62,0.93,-0.1,27.6,46.3
2018-2020,-4,24,-28,1.17,-0.0,71.1,41.1
2019-2021,-10,66,-77,1.13,-0.1,71.1,33.3
2020-2022,-19,7,-26,1.16,-0.0,77.5,18.6
2021-2023,-76,22,-99,1.19,-0.1,79.6,16.3
2022-2024,-48,35,-82,1.24,-0.1,56.9,11.5
2023-2025,-10,81,-91,0.85,-1.0,48.8,14.8
2024-2026,-10,47,-57,0.48,-0.7,50.6,9.9
