Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,14,12,2,1.07,0.0,33.8,27.8
2017-2019,-5,26,-30,1.2,-0.0,33.8,36.2
2018-2020,50,24,26,0.8,0.0,30.8,56.6
2019-2021,80,66,14,0.77,0.0,37.7,60.1
2020-2022,-10,7,-17,0.75,-0.0,50.5,42.9
2021-2023,-72,22,-94,0.91,-0.0,50.5,55.0
2022-2024,-38,35,-72,0.85,-0.0,46.2,52.7
2023-2025,78,81,-3,0.66,-0.0,28.9,81.3
2024-2026,54,71,-18,0.57,-0.2,28.3,76.5
