Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,28,12,16,0.98,0.0,22.9,6.7
2017-2019,71,26,46,0.93,0.5,22.9,12.5
2018-2020,44,24,20,0.97,0.2,41.1,13.4
2019-2021,32,66,-34,0.94,-0.5,41.1,11.4
2020-2022,-24,7,-31,0.8,-0.4,41.1,13.4
2021-2023,-21,22,-44,0.52,-0.6,27.3,13.8
2022-2024,67,35,32,0.5,0.4,28.4,18.4
2023-2025,102,81,22,0.54,0.3,36.1,23.1
2024-2026,75,52,23,0.5,0.5,36.1,22.2
