Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,50,12,38,1.15,0.1,21.0,33.6
2017-2019,30,26,4,1.14,0.1,21.0,43.6
2018-2020,39,24,15,1.16,0.2,43.4,53.4
2019-2021,71,66,4,1.15,0.0,43.4,66.9
2020-2022,1,7,-6,1.05,-0.1,43.4,55.3
2021-2023,-22,22,-44,0.85,-0.6,24.7,53.1
2022-2024,-38,35,-73,0.83,-0.9,23.9,52.7
2023-2025,28,81,-52,0.83,-0.7,22.3,64.8
2024-2026,46,52,-6,0.78,-0.1,22.3,66.8
