Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,45,12,33,0.81,0.0,20.9,35.1
2017-2019,57,26,31,0.87,0.5,20.9,42.1
2018-2020,71,24,48,0.77,0.8,20.9,57.5
2019-2021,66,66,0,0.72,-0.0,19.7,59.7
2020-2022,68,7,60,0.66,1.4,19.7,75.4
2021-2023,97,22,74,0.5,2.0,21.9,92.6
2022-2024,174,35,139,0.45,4.0,21.9,139.3
2023-2025,108,81,28,0.3,0.8,28.8,132.4
2024-2026,65,78,-13,0.12,-0.4,28.8,120.6
