Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-15,12,-28,0.35,-0.0,32.3,22.3
2017-2019,20,26,-6,0.39,-0.0,32.3,29.6
2018-2020,25,24,1,0.83,0.0,42.1,24.7
2019-2021,42,66,-25,0.88,-0.0,42.1,26.8
2020-2022,1,7,-6,0.85,-0.0,42.1,25.0
2021-2023,42,22,19,0.63,0.1,21.2,28.1
2022-2024,41,35,6,0.58,0.1,21.2,31.3
2023-2025,-11,81,-92,0.56,-0.8,41.4,23.6
2024-2026,27,71,-44,0.43,-0.3,41.4,30.7
