Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,11,12,-1,1.03,-0.0,19.5,22.0
2017-2019,-9,26,-35,0.92,-0.2,19.5,26.1
2018-2020,-37,24,-61,1.16,-0.2,46.9,19.6
2019-2021,12,66,-55,1.22,-0.2,46.9,23.6
2020-2022,-4,7,-11,1.11,-0.0,46.9,22.3
2021-2023,12,22,-10,0.96,-0.0,35.4,21.1
2022-2024,26,35,-9,0.9,-0.0,35.4,28.9
2023-2025,48,81,-33,1.04,-0.0,27.3,31.0
2024-2026,58,52,6,0.93,0.1,26.5,31.2
