Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-55,12,-67,1.11,-0.1,38.8,12.1
2017-2019,-45,26,-71,1.24,-0.2,48.3,7.0
2018-2020,-19,24,-42,0.88,-0.4,63.1,8.2
2019-2021,51,66,-15,0.81,-0.0,63.1,14.0
2020-2022,145,7,138,0.81,0.2,36.9,21.7
2021-2023,103,22,81,0.96,0.1,39.5,24.8
2022-2024,109,35,74,0.96,0.4,39.5,29.6
2023-2025,79,81,-2,0.88,-0.0,27.2,34.4
2024-2026,112,47,65,0.78,1.1,26.7,40.7
