Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,68,12,56,1.34,0.3,25.4,9.9
2017-2019,-8,26,-34,1.38,-0.3,33.2,8.9
2018-2020,36,24,12,1.05,0.1,44.5,14.2
2019-2021,22,66,-44,1.07,-0.2,44.5,14.4
2020-2022,25,7,18,1.06,0.1,44.5,14.3
2021-2023,15,22,-8,1.21,-0.1,31.4,20.8
2022-2024,54,35,20,1.12,0.4,17.3,21.9
2023-2025,15,81,-66,1.01,-1.4,31.1,20.7
2024-2026,-54,52,-106,1.02,-2.2,31.1,18.9
