Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,28,12,16,0.81,0.0,18.9,5.5
2017-2019,60,26,34,0.77,0.1,18.9,7.9
2018-2020,142,24,118,0.83,1.8,27.8,13.8
2019-2021,241,66,175,0.87,3.1,27.8,21.0
2020-2022,7,7,-1,0.99,-0.0,47.4,11.2
2021-2023,-28,22,-51,1.22,-0.8,47.4,14.8
2022-2024,-124,35,-159,1.2,-2.3,38.8,12.6
2023-2025,-113,81,-193,0.92,-3.0,37.6,8.5
2024-2026,-104,47,-151,0.77,-1.8,43.2,7.6
