Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,30,12,18,0.73,0.1,11.2,9.4
2017-2019,49,26,23,0.71,0.4,11.2,13.5
2018-2020,51,24,27,0.86,0.4,34.0,16.2
2019-2021,124,66,57,0.91,0.9,34.0,24.0
2020-2022,0,7,-7,0.93,-0.1,34.0,19.4
2021-2023,56,22,33,0.91,0.7,26.1,24.3
2022-2024,64,35,29,0.83,0.7,26.1,34.8
2023-2025,26,81,-55,0.49,-1.3,36.9,27.2
2024-2026,-58,43,-101,0.36,-2.3,44.0,22.9
