Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,27,12,15,0.97,0.0,15.7,106.8
2017-2019,72,26,46,1.07,0.0,15.7,145.9
2018-2020,96,24,72,0.99,0.9,38.0,203.7
2019-2021,99,66,33,0.97,0.5,38.0,240.0
2020-2022,8,7,1,1.07,0.0,47.8,168.5
2021-2023,-53,22,-76,1.21,-0.8,47.8,156.3
2022-2024,-105,35,-140,1.16,-0.7,39.1,109.0
2023-2025,-87,81,-168,0.95,-0.1,48.8,91.7
2024-2026,-77,71,-149,0.92,-0.1,47.7,61.9
