Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-12,12,-24,1.08,-0.0,21.0,6.2
2017-2019,10,26,-16,0.98,-0.0,21.0,7.8
2018-2020,5,24,-18,1.0,-0.0,44.1,9.6
2019-2021,67,66,1,1.02,0.0,44.1,12.2
2020-2022,25,7,17,1.02,0.0,44.1,10.0
2021-2023,31,22,9,1.05,0.1,33.1,13.9
2022-2024,39,35,4,1.03,0.0,33.1,16.4
2023-2025,42,81,-39,0.91,-0.7,26.6,16.0
2024-2026,24,77,-54,0.7,-1.1,24.9,17.7
