Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,13,12,1,1.91,0.0,38.3,14.8
2017-2019,-62,26,-88,1.6,-0.0,38.3,18.9
2018-2020,48,24,24,1.59,0.0,58.9,37.4
2019-2021,219,66,152,1.64,0.0,58.9,60.0
2020-2022,171,7,164,1.54,0.1,57.1,54.6
2021-2023,51,22,29,1.47,0.4,50.3,61.2
2022-2024,-45,35,-79,1.35,-1.1,50.3,54.7
2023-2025,-11,81,-92,1.51,-1.6,44.2,73.0
2024-2026,97,52,46,1.54,0.8,44.2,88.5
