Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,28,12,16,1.18,0.0,34.0,589.4
2017-2019,95,26,70,1.36,0.7,34.6,1097.2
2018-2020,207,24,183,1.19,2.1,34.6,1983.1
2019-2021,289,66,222,1.19,3.5,30.6,2653.9
2020-2022,55,7,48,1.2,0.9,30.6,1941.9
2021-2023,39,22,16,1.28,0.4,26.9,2877.5
2022-2024,54,35,19,1.21,0.5,26.6,3742.7
2023-2025,156,81,75,1.17,2.6,32.8,4063.1
2024-2026,150,76,74,1.09,2.6,32.8,4735.5
