Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,45,12,33,1.08,0.1,24.1,13.9
2017-2019,104,26,78,0.95,0.4,24.1,24.6
2018-2020,125,24,101,0.93,1.5,28.8,38.0
2019-2021,63,66,-4,0.94,-0.1,28.8,32.5
2020-2022,-26,7,-34,1.02,-0.6,44.9,31.8
2021-2023,-62,22,-85,1.17,-1.4,44.9,35.9
2022-2024,-28,35,-63,1.13,-0.9,25.2,29.4
2023-2025,-52,81,-133,0.95,-2.1,32.9,27.6
2024-2026,-128,75,-203,0.72,-1.0,69.5,13.2
