Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,31,12,19,1.37,0.0,19.8,11.7
2017-2019,55,26,29,1.16,0.1,19.1,17.9
2018-2020,15,24,-8,1.26,-0.0,52.9,18.4
2019-2021,119,66,53,1.3,0.2,52.9,31.8
2020-2022,6,7,-2,1.25,-0.0,52.9,22.5
2021-2023,36,22,14,1.19,0.2,36.1,27.3
2022-2024,21,35,-14,1.13,-0.2,33.9,38.4
2023-2025,106,81,25,1.07,0.4,24.6,47.1
2024-2026,84,69,15,0.95,0.3,26.2,43.8
