Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,4,12,-8,0.98,-0.0,15.4,129.8
2017-2019,15,26,-11,0.98,-0.0,15.4,152.4
2018-2020,18,24,-5,0.94,-0.0,27.3,186.1
2019-2021,65,66,-1,0.91,-0.0,27.3,250.8
2020-2022,47,7,39,0.9,0.3,35.7,235.1
2021-2023,69,22,46,0.9,0.4,35.7,303.2
2022-2024,131,35,97,1.01,0.9,23.6,479.3
2023-2025,154,81,73,1.38,1.1,45.2,560.6
2024-2026,28,42,-14,1.52,-0.2,57.5,410.7
