Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,15,12,3,1.47,0.0,42.6,3.7
2017-2019,49,26,24,1.88,0.0,42.6,7.0
2018-2020,71,24,48,1.29,0.1,42.6,8.4
2019-2021,85,66,19,1.21,0.0,36.5,9.4
2020-2022,-78,7,-85,1.12,-0.3,49.6,4.6
2021-2023,-98,22,-121,1.22,-0.0,58.7,4.6
2022-2024,-40,35,-74,1.46,-0.0,56.7,7.4
2023-2025,544,81,463,2.31,0.1,49.6,32.6
2024-2026,1371,75,1296,2.55,2.6,49.6,77.8
