Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,22,12,10,0.88,0.1,17.8,9.1
2017-2019,30,26,5,1.01,0.0,17.8,10.5
2018-2020,38,24,14,0.79,0.1,30.3,12.8
2019-2021,91,66,25,0.77,0.3,30.3,18.0
2020-2022,31,7,24,0.77,0.3,30.9,13.9
2021-2023,35,22,12,0.9,0.2,30.9,17.1
2022-2024,-26,35,-61,0.82,-0.9,21.5,14.8
2023-2025,39,81,-42,0.76,-0.8,18.3,20.0
2024-2026,6,52,-46,0.7,-0.9,18.3,18.9
