Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,37,12,25,0.92,0.1,13.3,7.6
2017-2019,26,26,0,0.92,0.0,17.8,8.5
2018-2020,8,24,-16,0.77,-0.1,35.8,9.5
2019-2021,27,66,-39,0.74,-0.2,35.8,11.3
2020-2022,-10,7,-17,0.82,-0.1,40.8,8.3
2021-2023,70,22,47,1.07,0.2,40.8,15.6
2022-2024,136,35,102,1.14,0.4,30.4,21.2
2023-2025,81,81,0,1.16,0.0,32.0,16.9
2024-2026,-25,65,-90,1.19,-1.6,32.0,15.0
