Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,6,12,-6,1.21,-0.0,22.0,18.6
2017-2019,13,26,-13,1.32,-0.1,22.0,25.7
2018-2020,31,24,7,1.41,0.0,53.8,34.0
2019-2021,81,66,15,1.44,0.1,53.8,39.7
2020-2022,41,7,33,1.31,0.2,53.8,36.3
2021-2023,89,22,67,1.12,1.0,24.7,57.5
2022-2024,152,35,117,1.14,1.7,23.1,79.3
2023-2025,256,81,175,1.32,3.9,25.9,109.7
2024-2026,195,47,148,1.32,4.3,25.9,113.8
