Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,14,12,2,0.47,0.0,22.3,10.1
2017-2019,17,26,-9,0.42,-0.1,22.3,12.3
2018-2020,-68,24,-92,0.68,-0.1,39.2,9.6
2019-2021,36,66,-31,0.71,-0.0,39.2,13.4
2020-2022,1,7,-7,0.7,-0.0,39.2,12.9
2021-2023,89,22,66,0.5,0.7,16.3,18.4
2022-2024,74,35,39,0.3,0.9,12.1,20.1
2023-2025,117,81,36,-0.11,1.0,12.1,25.8
2024-2026,107,53,54,-0.24,1.7,12.1,31.3
