Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,11,12,-1,0.95,-0.0,20.0,6.8
2017-2019,46,26,21,0.95,0.1,20.0,9.9
2018-2020,13,24,-11,1.02,-0.1,42.5,11.7
2019-2021,95,66,29,1.05,0.4,42.5,16.3
2020-2022,25,7,18,1.02,0.2,42.5,13.6
2021-2023,23,22,0,1.01,0.0,28.2,15.2
2022-2024,-41,35,-76,0.94,-1.4,22.8,14.1
2023-2025,-23,81,-104,0.74,-2.4,25.8,13.7
2024-2026,-41,47,-88,0.62,-1.9,25.8,12.4
