Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,13,12,1,1.01,0.0,16.4,71.2
2017-2019,-7,26,-32,0.83,-0.3,11.7,87.7
2018-2020,86,24,62,0.83,0.5,25.1,150.8
2019-2021,40,66,-27,0.84,-0.4,25.7,129.7
2020-2022,53,7,46,0.81,0.7,28.6,156.6
2021-2023,7,22,-16,0.68,-0.3,28.6,179.3
2022-2024,116,35,81,0.57,2.0,14.9,246.9
2023-2025,44,81,-37,0.29,-1.1,23.9,227.1
2024-2026,52,52,0,0.21,0.0,28.1,238.7
