Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,16,12,4,0.61,0.0,16.9,251.0
2017-2019,51,26,26,0.62,0.1,16.9,320.2
2018-2020,21,24,-2,0.54,-0.0,16.4,388.4
2019-2021,35,66,-31,0.51,-0.6,13.6,389.8
2020-2022,10,7,3,0.49,0.0,24.6,382.0
2021-2023,-1,22,-23,0.44,-0.4,24.6,424.7
2022-2024,116,35,81,0.41,1.5,24.6,730.3
2023-2025,167,81,86,0.46,2.6,21.0,900.5
2024-2026,120,76,44,0.4,1.2,22.4,847.6
