Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,36,12,24,1.21,0.1,16.1,19.0
2017-2019,37,26,11,1.18,0.1,16.9,24.0
2018-2020,46,24,22,0.96,0.2,27.7,33.4
2019-2021,98,66,31,0.93,0.4,27.7,45.0
2020-2022,67,7,60,0.96,0.9,33.3,42.1
2021-2023,-8,22,-30,1.05,-0.4,33.3,39.2
2022-2024,-34,35,-69,1.03,-1.0,32.0,37.8
2023-2025,-44,81,-125,0.99,-1.6,33.7,38.3
2024-2026,-38,47,-85,1.03,-1.3,33.7,31.4
