Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-29,12,-41,1.45,-0.1,34.0,7.4
2017-2019,-17,26,-43,1.24,-0.1,34.0,8.0
2018-2020,-16,24,-40,1.5,-0.2,57.6,7.7
2019-2021,66,66,-1,1.62,-0.0,57.6,10.2
2020-2022,29,7,22,1.58,0.0,57.6,8.0
2021-2023,-8,22,-31,1.52,-0.0,42.5,7.9
2022-2024,-14,35,-49,1.43,-0.1,36.1,7.8
2023-2025,79,81,-2,1.49,-0.0,33.2,11.7
