Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-18,12,-30,1.21,-0.0,34.7,338.6
2017-2019,26,26,0,1.27,-0.0,34.7,530.2
2018-2020,30,24,6,1.07,0.0,34.7,705.6
2019-2021,75,66,9,1.06,0.0,32.5,868.9
2020-2022,-64,7,-72,1.25,-0.3,72.6,310.9
2021-2023,37,22,15,1.67,0.0,72.6,914.4
2022-2024,127,35,92,1.72,0.1,68.7,1512.5
2023-2025,234,81,153,1.54,0.1,33.6,1705.1
2024-2026,44,75,-31,1.47,-0.6,33.6,1444.0
