Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,58,12,46,1.31,0.0,17.5,71.3
2017-2019,78,26,53,1.37,0.5,17.5,91.8
2018-2020,157,24,133,1.2,1.9,30.4,198.7
2019-2021,77,66,11,1.21,0.2,40.5,160.0
2020-2022,-100,7,-107,1.32,-0.1,75.5,60.4
2021-2023,-264,22,-287,1.6,-0.2,78.5,52.1
2022-2024,-110,35,-145,1.51,-0.1,63.6,72.4
2023-2025,-26,81,-107,1.33,-0.2,35.8,49.5
2024-2026,6,75,-69,1.18,-0.2,51.6,52.9
