Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,2,9,-7,0.76,,12.8,27.1
2017-2019,9,25,-16,0.72,-0.1,13.4,31.0
2018-2020,-8,24,-31,1.0,-0.0,39.3,31.8
2019-2021,26,64,-38,1.03,-0.0,39.3,35.5
2020-2022,45,5,40,0.88,0.0,38.7,42.5
2021-2023,36,18,18,0.53,0.2,13.9,43.2
2022-2024,49,29,20,0.46,0.3,13.9,54.6
2023-2025,63,75,-13,0.49,-0.3,12.3,65.8
