Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,26,12,14,0.24,0.0,9.8,91.8
2017-2019,69,26,44,0.19,0.5,8.1,127.9
2018-2020,79,24,55,0.73,1.2,35.6,163.0
2019-2021,98,66,32,0.83,0.7,35.6,197.3
2020-2022,10,7,3,0.86,0.0,35.6,176.7
2021-2023,-69,22,-91,0.75,-1.7,38.0,128.3
2022-2024,-19,35,-53,0.65,-0.8,38.0,151.5
2023-2025,20,81,-61,0.43,-0.9,33.2,169.7
2024-2026,86,47,39,0.33,0.6,19.2,192.2
