Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,92,12,80,1.38,0.2,29.9,2.0
2017-2019,79,26,54,1.51,0.3,29.9,2.7
2018-2020,151,24,127,1.27,1.2,43.3,4.2
2019-2021,88,66,21,1.32,0.3,43.3,4.5
2020-2022,98,7,90,1.15,1.4,43.3,5.5
2021-2023,-132,22,-155,1.03,-3.0,45.5,4.4
2022-2024,-74,35,-109,0.8,-1.4,60.8,3.1
2023-2025,-257,81,-338,0.81,-1.4,69.8,1.9
2024-2026,-58,47,-105,0.78,-0.3,49.2,2.8
