Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,27,12,15,1.18,0.0,17.9,263.3
2017-2019,34,26,8,1.06,0.1,17.9,376.0
2018-2020,1,24,-23,1.21,-0.2,41.9,342.7
2019-2021,61,66,-6,1.21,-0.0,41.9,427.1
2020-2022,-2,7,-10,1.13,-0.1,41.9,361.7
2021-2023,34,22,11,0.88,0.1,32.6,458.8
2022-2024,91,35,56,0.87,0.6,28.1,646.5
2023-2025,187,81,106,0.93,2.5,23.9,869.0
2024-2026,110,52,58,0.97,1.9,23.9,775.5
