Year,Return,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,14,12,2,0.24,0.0,10.0,23.8
2017-2019,48,26,22,0.19,0.1,10.0,31.1
2018-2020,29,24,5,0.71,0.1,36.6,31.6
2019-2021,22,66,-44,0.77,-0.7,36.6,33.3
2020-2022,-23,7,-31,0.74,-0.4,36.6,30.7
2021-2023,-38,22,-60,0.52,-0.1,30.7,22.6
2022-2024,-42,35,-76,0.46,-0.1,30.7,21.0
2023-2025,-8,81,-89,0.42,-0.1,28.3,24.6
2024-2026,42,47,-5,0.28,-0.0,15.0,26.6
